raw_organism,raw_drug,canonical_organism,canonical_drug
phaeoacremonium parasiticum,caspofungin (clsi),phaeoacremonium parasiticum,caspofungin (clsi)
phaeoacremonium parasiticum,itraconazole (clsi),phaeoacremonium parasiticum,itraconazole (clsi)
phaeoacremonium parasiticum,micafungin (clsi),phaeoacremonium parasiticum,micafungin (clsi)
phaeoacremonium parasiticum,posaconazole (clsi),phaeoacremonium parasiticum,posaconazole (clsi)
phaeoacremonium parasiticum,uid,phaeoacremonium parasiticum,uid
phaeoacremonium parasiticum,voriconazole (clsi),phaeoacremonium parasiticum,voriconazole (clsi)
phialemonium curvatum,amphotericin b (clsi),phialemonium curvatum,amphotericin b (clsi)
phialemonium curvatum,anidulafungin (clsi),phialemonium curvatum,anidulafungin (clsi)
phialemonium curvatum,caspofungin (clsi),phialemonium curvatum,caspofungin (clsi)
phialemonium curvatum,itraconazole (clsi),phialemonium curvatum,itraconazole (clsi)
phialemonium curvatum,micafungin (clsi),phialemonium curvatum,micafungin (clsi)
phialemonium curvatum,posaconazole (clsi),phialemonium curvatum,posaconazole (clsi)
phialemonium curvatum,uid,phialemonium curvatum,uid
phialemonium curvatum,voriconazole (clsi),phialemonium curvatum,voriconazole (clsi)
phocaeicola vulgatus,tigecycline,phocaeicola vulgatus,tigecycline
phytobacter diazotrophicus,collection number,phytobacter diazotrophicus,collection number
phytobacter diazotrophicus,omadacycline,phytobacter diazotrophicus,eravacycline
phytobacter diazotrophicus,study year,phytobacter diazotrophicus,study year
phytobacter diazotrophicus,tigecycline,phytobacter diazotrophicus,tigecycline
pichia cactophila,amphotericin b (clsi),pichia cactophila,amphotericin b (clsi)
pichia cactophila,anidulafungin (clsi),pichia cactophila,anidulafungin (clsi)
pichia cactophila,caspofungin (clsi),pichia cactophila,caspofungin (clsi)
pichia cactophila,fluconazole (clsi),pichia cactophila,fluconazole (clsi)
pichia cactophila,itraconazole (clsi),pichia cactophila,itraconazole (clsi)
pichia cactophila,micafungin (clsi),pichia cactophila,micafungin (clsi)
pichia cactophila,posaconazole (clsi),pichia cactophila,posaconazole (clsi)
pichia cactophila,uid,pichia cactophila,uid
pichia cactophila,voriconazole (clsi),pichia cactophila,voriconazole (clsi)
pichia kluyveri,amphotericin b (clsi),pichia kluyveri,amphotericin b (clsi)
pichia kluyveri,anidulafungin (clsi),pichia kluyveri,anidulafungin (clsi)
pichia kluyveri,caspofungin (clsi),pichia kluyveri,caspofungin (clsi)
pichia kluyveri,fluconazole (clsi),pichia kluyveri,fluconazole (clsi)
pichia kluyveri,itraconazole (clsi),pichia kluyveri,itraconazole (clsi)
pichia kluyveri,micafungin (clsi),pichia kluyveri,micafungin (clsi)
pichia kluyveri,posaconazole (clsi),pichia kluyveri,posaconazole (clsi)
pichia kluyveri,uid,pichia kluyveri,uid
pichia kluyveri,voriconazole (clsi),pichia kluyveri,voriconazole (clsi)
pichia manshurica,amphotericin b (clsi),pichia manshurica,amphotericin b (clsi)
pichia manshurica,anidulafungin (clsi),pichia manshurica,anidulafungin (clsi)
pichia manshurica,caspofungin (clsi),pichia manshurica,caspofungin (clsi)
pichia manshurica,fluconazole (clsi),pichia manshurica,fluconazole (clsi)
pichia manshurica,itraconazole (clsi),pichia manshurica,itraconazole (clsi)
pichia manshurica,micafungin (clsi),pichia manshurica,micafungin (clsi)
pichia manshurica,posaconazole (clsi),pichia manshurica,posaconazole (clsi)
pichia manshurica,uid,pichia manshurica,uid
pichia manshurica,voriconazole (clsi),pichia manshurica,voriconazole (clsi)
pichia myanmarensis,amphotericin b (clsi),pichia myanmarensis,amphotericin b (clsi)
pichia myanmarensis,anidulafungin (clsi),pichia myanmarensis,anidulafungin (clsi)
pichia myanmarensis,caspofungin (clsi),pichia myanmarensis,caspofungin (clsi)
pichia myanmarensis,fluconazole (clsi),pichia myanmarensis,fluconazole (clsi)
pichia myanmarensis,itraconazole (clsi),pichia myanmarensis,itraconazole (clsi)
pichia myanmarensis,micafungin (clsi),pichia myanmarensis,micafungin (clsi)
pichia myanmarensis,posaconazole (clsi),pichia myanmarensis,posaconazole (clsi)
pichia myanmarensis,uid,pichia myanmarensis,uid
pichia myanmarensis,voriconazole (clsi),pichia myanmarensis,voriconazole (clsi)
pichia norvegensis,amphotericin b (clsi),pichia norvegensis,amphotericin b (clsi)
pichia norvegensis,anidulafungin (clsi),pichia norvegensis,anidulafungin (clsi)
pichia norvegensis,caspofungin (clsi),pichia norvegensis,caspofungin (clsi)
pichia norvegensis,fluconazole (clsi),pichia norvegensis,fluconazole (clsi)
pichia norvegensis,itraconazole (clsi),pichia norvegensis,itraconazole (clsi)
pichia norvegensis,micafungin (clsi),pichia norvegensis,micafungin (clsi)
pichia norvegensis,posaconazole (clsi),pichia norvegensis,posaconazole (clsi)
pichia norvegensis,uid,pichia norvegensis,uid
pichia norvegensis,voriconazole (clsi),pichia norvegensis,voriconazole (clsi)
pichia onychis,amphotericin b (clsi),pichia onychis,amphotericin b (clsi)
pichia onychis,anidulafungin (clsi),pichia onychis,anidulafungin (clsi)
pichia onychis,caspofungin (clsi),pichia onychis,caspofungin (clsi)
pichia onychis,fluconazole (clsi),pichia onychis,fluconazole (clsi)
pichia onychis,itraconazole (clsi),pichia onychis,itraconazole (clsi)
pichia onychis,micafungin (clsi),pichia onychis,micafungin (clsi)
pichia onychis,posaconazole (clsi),pichia onychis,posaconazole (clsi)
pichia onychis,uid,pichia onychis,uid
pichia onychis,voriconazole (clsi),pichia onychis,voriconazole (clsi)
pleurostomophora richardsiae,amphotericin b (clsi),pleurostomophora richardsiae,amphotericin b (clsi)
pleurostomophora richardsiae,anidulafungin (clsi),pleurostomophora richardsiae,anidulafungin (clsi)
pleurostomophora richardsiae,caspofungin (clsi),pleurostomophora richardsiae,caspofungin (clsi)
pleurostomophora richardsiae,itraconazole (clsi),pleurostomophora richardsiae,itraconazole (clsi)
pleurostomophora richardsiae,micafungin (clsi),pleurostomophora richardsiae,micafungin (clsi)
pleurostomophora richardsiae,posaconazole (clsi),pleurostomophora richardsiae,posaconazole (clsi)
pleurostomophora richardsiae,uid,pleurostomophora richardsiae,uid
pleurostomophora richardsiae,voriconazole (clsi),pleurostomophora richardsiae,voriconazole (clsi)
pluralibacter gergoviae,collection number,pluralibacter gergoviae,collection number
pluralibacter gergoviae,levofloxacin,pluralibacter gergoviae,levofloxacin
pluralibacter gergoviae,omadacycline,pluralibacter gergoviae,eravacycline
pluralibacter gergoviae,study year,pluralibacter gergoviae,study year
pluralibacter gergoviae,tigecycline,pluralibacter gergoviae,tigecycline
prevotella amnii,tigecycline,prevotella amnii,tigecycline
prevotella baroniae,tigecycline,prevotella baroniae,tigecycline
prevotella bergensis,tigecycline,prevotella bergensis,tigecycline
prevotella bivia,tigecycline,prevotella bivia,tigecycline
prevotella buccae,tigecycline,prevotella buccae,tigecycline
prevotella buccalis,tigecycline,prevotella buccalis,tigecycline
prevotella corporis,tigecycline,prevotella corporis,tigecycline
prevotella denticola,tigecycline,prevotella denticola,tigecycline
prevotella disiens,tigecycline,prevotella disiens,tigecycline
prevotella heparinolytica,tigecycline,prevotella heparinolytica,tigecycline
prevotella histicola,tigecycline,prevotella histicola,tigecycline
prevotella intermedia,tigecycline,prevotella intermedia,tigecycline
prevotella jejunii,tigecycline,prevotella jejunii,tigecycline
prevotella loescheii,tigecycline,prevotella loescheii,tigecycline
prevotella melaninogenica,tigecycline,prevotella melaninogenica,tigecycline
prevotella nanceinsis,tigecycline,prevotella nanceinsis,tigecycline
prevotella nigrescens,tigecycline,prevotella nigrescens,tigecycline
prevotella oralis,tigecycline,prevotella oralis,tigecycline
prevotella oris,tigecycline,prevotella oris,tigecycline
prevotella oulorum,tigecycline,prevotella oulorum,tigecycline
prevotella pallens,tigecycline,prevotella pallens,tigecycline
prevotella salivae,tigecycline,prevotella salivae,tigecycline
prevotella spp,tigecycline,prevotella spp,tigecycline
prevotella tannerae,tigecycline,prevotella tannerae,tigecycline
prevotella timonensis,tigecycline,prevotella timonensis,tigecycline
prevotella veroralis,tigecycline,prevotella veroralis,tigecycline
proteus hauseri,collection number,proteus hauseri,collection number
proteus hauseri,levofloxacin,proteus hauseri,levofloxacin
proteus hauseri,omadacycline,proteus hauseri,eravacycline
proteus hauseri,study year,proteus hauseri,study year
proteus hauseri,tigecycline,proteus hauseri,tigecycline
proteus mirabilis,caz_mic,proteus mirabilis,caz_mic
proteus mirabilis,collection number,proteus mirabilis,collection number
proteus mirabilis,fep_mic,proteus mirabilis,fep_mic
proteus mirabilis,gm_mic,proteus mirabilis,gm_mic
proteus mirabilis,levofloxacin,proteus mirabilis,levofloxacin
proteus mirabilis,lvx_mic,proteus mirabilis,lvx_mic
proteus mirabilis,mem_mic,proteus mirabilis,mem_mic
proteus mirabilis,omadacycline,proteus mirabilis,eravacycline
proteus mirabilis,study year,proteus mirabilis,study year
proteus mirabilis,tigecycline,proteus mirabilis,tigecycline
proteus mirabilis,tzp_mic,proteus mirabilis,tzp_mic
proteus penneri,collection number,proteus penneri,collection number
proteus penneri,levofloxacin,proteus penneri,levofloxacin
proteus penneri,omadacycline,proteus penneri,eravacycline
proteus penneri,study year,proteus penneri,study year
proteus penneri,tigecycline,proteus penneri,tigecycline
proteus rettgeri,tigecycline,proteus rettgeri,tigecycline
proteus sp,caz_mic,proteus sp,caz_mic
proteus sp,fep_mic,proteus sp,fep_mic
proteus sp,gm_mic,proteus sp,gm_mic
proteus sp,lvx_mic,proteus sp,lvx_mic
proteus sp,mem_mic,proteus sp,mem_mic
proteus sp,tzp_mic,proteus sp,tzp_mic
proteus spp,tigecycline,proteus spp,tigecycline
proteus vulgaris,caz_mic,proteus vulgaris,caz_mic
proteus vulgaris,collection number,proteus vulgaris,collection number
proteus vulgaris,fep_mic,proteus vulgaris,fep_mic
proteus vulgaris,gm_mic,proteus vulgaris,gm_mic
proteus vulgaris,levofloxacin,proteus vulgaris,levofloxacin
proteus vulgaris,lvx_mic,proteus vulgaris,lvx_mic
proteus vulgaris,mem_mic,proteus vulgaris,mem_mic
proteus vulgaris,omadacycline,proteus vulgaris,eravacycline
proteus vulgaris,study year,proteus vulgaris,study year
proteus vulgaris,tigecycline,proteus vulgaris,tigecycline
proteus vulgaris,tzp_mic,proteus vulgaris,tzp_mic
proteus vulgaris group,collection number,proteus vulgaris group,collection number
proteus vulgaris group,levofloxacin,proteus vulgaris group,levofloxacin
proteus vulgaris group,omadacycline,proteus vulgaris group,eravacycline
proteus vulgaris group,study year,proteus vulgaris group,study year
proteus vulgaris group,tigecycline,proteus vulgaris group,tigecycline
providencia alcalifaciens,caz_mic,providencia alcalifaciens,caz_mic
providencia alcalifaciens,collection number,providencia alcalifaciens,collection number
providencia alcalifaciens,fep_mic,providencia alcalifaciens,fep_mic
providencia alcalifaciens,gm_mic,providencia alcalifaciens,gm_mic
providencia alcalifaciens,levofloxacin,providencia alcalifaciens,levofloxacin
providencia alcalifaciens,lvx_mic,providencia alcalifaciens,lvx_mic
providencia alcalifaciens,mem_mic,providencia alcalifaciens,mem_mic
providencia alcalifaciens,omadacycline,providencia alcalifaciens,eravacycline
providencia alcalifaciens,study year,providencia alcalifaciens,study year
providencia alcalifaciens,tigecycline,providencia alcalifaciens,tigecycline
providencia alcalifaciens,tzp_mic,providencia alcalifaciens,tzp_mic
providencia rettgeri,caz_mic,providencia rettgeri,caz_mic
providencia rettgeri,collection number,providencia rettgeri,collection number
providencia rettgeri,fep_mic,providencia rettgeri,fep_mic
providencia rettgeri,gm_mic,providencia rettgeri,gm_mic
providencia rettgeri,levofloxacin,providencia rettgeri,levofloxacin
providencia rettgeri,lvx_mic,providencia rettgeri,lvx_mic
providencia rettgeri,mem_mic,providencia rettgeri,mem_mic
providencia rettgeri,omadacycline,providencia rettgeri,eravacycline
providencia rettgeri,study year,providencia rettgeri,study year
providencia rettgeri,tigecycline,providencia rettgeri,tigecycline
providencia rettgeri,tzp_mic,providencia rettgeri,tzp_mic
providencia rustigianii,caz_mic,providencia rustigianii,caz_mic
providencia rustigianii,fep_mic,providencia rustigianii,fep_mic
providencia rustigianii,gm_mic,providencia rustigianii,gm_mic
providencia rustigianii,lvx_mic,providencia rustigianii,lvx_mic
providencia rustigianii,mem_mic,providencia rustigianii,mem_mic
providencia rustigianii,tigecycline,providencia rustigianii,tigecycline
providencia rustigianii,tzp_mic,providencia rustigianii,tzp_mic
providencia sp,caz_mic,providencia sp,caz_mic
providencia sp,fep_mic,providencia sp,fep_mic
providencia sp,gm_mic,providencia sp,gm_mic
providencia sp,lvx_mic,providencia sp,lvx_mic
providencia sp,mem_mic,providencia sp,mem_mic
providencia sp,tzp_mic,providencia sp,tzp_mic
providencia spp,tigecycline,providencia spp,tigecycline
providencia stuartii,caz_mic,providencia stuartii,caz_mic
providencia stuartii,collection number,providencia stuartii,collection number
providencia stuartii,fep_mic,providencia stuartii,fep_mic
providencia stuartii,gm_mic,providencia stuartii,gm_mic
providencia stuartii,levofloxacin,providencia stuartii,levofloxacin
providencia stuartii,lvx_mic,providencia stuartii,lvx_mic
providencia stuartii,mem_mic,providencia stuartii,mem_mic
providencia stuartii,omadacycline,providencia stuartii,eravacycline
providencia stuartii,study year,providencia stuartii,study year
providencia stuartii,tigecycline,providencia stuartii,tigecycline
providencia stuartii,tzp_mic,providencia stuartii,tzp_mic
"providencia, non-speciated",tigecycline,"providencia, non-speciated",tigecycline
pseudocitrobacter faecalis,collection number,pseudocitrobacter faecalis,collection number
pseudocitrobacter faecalis,levofloxacin,pseudocitrobacter faecalis,levofloxacin
pseudocitrobacter faecalis,omadacycline,pseudocitrobacter faecalis,eravacycline
pseudocitrobacter faecalis,study year,pseudocitrobacter faecalis,study year
pseudocitrobacter faecalis,tigecycline,pseudocitrobacter faecalis,tigecycline
pseudomonas aeruginosa,caz_mic,pseudomonas aeruginosa,caz_mic
pseudomonas aeruginosa,collection number,pseudomonas aeruginosa,collection number
pseudomonas aeruginosa,fep_mic,pseudomonas aeruginosa,fep_mic
pseudomonas aeruginosa,gm_mic,pseudomonas aeruginosa,gm_mic
pseudomonas aeruginosa,levofloxacin,pseudomonas aeruginosa,levofloxacin
pseudomonas aeruginosa,mem_mic,pseudomonas aeruginosa,mem_mic
pseudomonas aeruginosa,omadacycline,pseudomonas aeruginosa,eravacycline
pseudomonas aeruginosa,study year,pseudomonas aeruginosa,study year
pseudomonas aeruginosa,tigecycline,pseudomonas aeruginosa,tigecycline
pseudomonas aeruginosa,tzp_mic,pseudomonas aeruginosa,tzp_mic
pseudomonas alcaligenes,tigecycline,pseudomonas aeruginosa,tigecycline
pseudomonas alcaliphila,tigecycline,pseudomonas alcaliphila,tigecycline
pseudomonas citronellolis,tigecycline,pseudomonas citronellolis,tigecycline
pseudomonas fluorescens,tigecycline,pseudomonas fluorescens,tigecycline
pseudomonas fulva,tigecycline,pseudomonas aeruginosa,tigecycline
pseudomonas graminis,tigecycline,pseudomonas aeruginosa,tigecycline
pseudomonas guariconensis,tigecycline,pseudomonas aeruginosa,tigecycline
pseudomonas mendocina,tigecycline,pseudomonas aeruginosa,tigecycline
pseudomonas monteilii,tigecycline,pseudomonas monteilii,tigecycline
pseudomonas mosselii,tigecycline,pseudomonas mosselii,tigecycline
pseudomonas nitroreducens,tigecycline,pseudomonas nitroreducens,tigecycline
pseudomonas otitidis,tigecycline,pseudomonas otitidis,tigecycline
pseudomonas pseudoalcaligenes,tigecycline,pseudomonas pseudoalcaligenes,tigecycline
pseudomonas putida,tigecycline,pseudomonas putida,tigecycline
pseudomonas putida/fluorescens group,tigecycline,pseudomonas putida/fluorescens group,tigecycline
pseudomonas spp,tigecycline,pseudomonas spp,tigecycline
pseudomonas stewartii,tigecycline,pseudomonas stewartii,tigecycline
